originalNameUsageID,genus,taxonID,parentNameUsageID,acceptedNameUsageID,datasetID,taxonomicStatus,taxonRank,scientificName,specificEpithet,infraspecificEpithet,nameAccordingTo,namePublishedIn,nomenclaturalCode,nomenclaturalStatus,taxonRemarks,dcterms:references
,Palaeopsylla,115100,115090,,,ACCEPTED,INFRASPECIFIC_NAME,"Palaeopsylla tauberi tauberi Lewis, 1973",tauberi,tauberi,,,ICZN,,,
,Palaeopsylla,115110,115090,,,ACCEPTED,INFRASPECIFIC_NAME,"Palaeopsylla tauberi makaluensis Brelih, 1975",tauberi,makaluensis,,,ICZN,,,
,Palaeopsylla,115120,x6E,,,ACCEPTED,SPECIES,"Palaeopsylla vallei Beaucournu, 1979",vallei,,,,ICZN,,,
,Palaeopsylla,115130,x6E,,,ACCEPTED,SPECIES,"Palaeopsylla vartanovi Ioff, 1950",vartanovi,,,,ICZN,,,
,Palaeopsylla,115140,x6E,,,ACCEPTED,SPECIES,"Palaeopsylla yunnanensis Xie Baoqi & Yang Guangrong, 1982",yunnanensis,,,,ICZN,,,
,Palaeopsylla,138860,x6E,,,ACCEPTED,SPECIES,"Palaeopsylla opacusa Gong & Feng, 1998",opacusa,,,,ICZN,,,
,Palaeopsylla,138560,x6E,,,ACCEPTED,SPECIES,"Palaeopsylla wushanensis Liu & Wang, 1994",wushanensis,,,,ICZN,,,
,Palaeopsylla,114570,x6E,,,ACCEPTED,SPECIES,"Palaeopsylla caucasica Argyropulo, 1946",caucasica,,,,ICZN,,,
,Palaeopsylla,114560,x6E,,,ACCEPTED,SPECIES,"Palaeopsylla breviprocera Wu Hou-yong, Guo Tian-yu & Liu Quan, 1996",breviprocera,,,,ICZN,,,
,Palaeopsylla,114590,x6E,,,ACCEPTED,SPECIES,"Palaeopsylla cisalpina Jordan & Rothschild, 1920",cisalpina,,,,ICZN,,,
,Palaeopsylla,114580,x6E,,,ACCEPTED,SPECIES,"Palaeopsylla chiyingi Xie Baoqi & Yang Guangrong, 1982",chiyingi,,,,ICZN,,,
,Palaeopsylla,114610,x6E,,,ACCEPTED,SPECIES,"Palaeopsylla danieli Smit & Rosicky, 1976",danieli,,,,ICZN,,,
,Palaeopsylla,114600,x6E,,,ACCEPTED,SPECIES,"Palaeopsylla copidophora Peus, 1977",copidophora,,,,ICZN,,,
,Palaeopsylla,114640,x6E,,,ACCEPTED,SPECIES,"Palaeopsylla hamata Peus, 1964",hamata,,,,ICZN,,,
,Palaeopsylla,114620,x6E,,,ACCEPTED,SPECIES,"Palaeopsylla dissimilis Peus (Fossil) , 1968",dissimilis,,,,ICZN,,,
,Palaeopsylla,114650,x6E,,,ACCEPTED,SPECIES,"Palaeopsylla helenae Lewis, 1973",helenae,,,,ICZN,,,
,Palaeopsylla,114630,x6E,,,ACCEPTED,SPECIES,"Palaeopsylla gromovi Argyropulo, 1946",gromovi,,,,ICZN,,,
,Palaeopsylla,114670,x6E,,,ACCEPTED,SPECIES,"Palaeopsylla incisa Peus, 1977",incisa,,,,ICZN,,,
,Palaeopsylla,114660,x6E,,,ACCEPTED,SPECIES,"Palaeopsylla iberica Jordan & Rothschild, 1921",iberica,,,,ICZN,,,
,Palaeopsylla,114690,x6E,,,ACCEPTED,SPECIES,"Palaeopsylla kappa Jameson & Hsieh, 1969",kappa,,,,ICZN,,,
,Palaeopsylla,114680,x6E,,,ACCEPTED,SPECIES,"Palaeopsylla incurva Jordan, 1932",incurva,,,,ICZN,,,
,Palaeopsylla,114700,x6E,,,ACCEPTED,SPECIES,"Palaeopsylla klebsiana Dampf (Fossil) , 1911",klebsiana,,,,ICZN,,,
,Palaeopsylla,114710,x6E,,,ACCEPTED,SPECIES,"Palaeopsylla kohauti Dampf, 1911",kohauti,,,,ICZN,,,
,Palaeopsylla,114740,x6E,,,ACCEPTED,SPECIES,"Palaeopsylla laxata Jordan, 1933",laxata,,,,ICZN,,,
,Palaeopsylla,114730,x6E,,,ACCEPTED,SPECIES,"Palaeopsylla kueichenae Xie Baoqi & Yang Guangrong, 1982",kueichenae,,,,ICZN,,,
,Palaeopsylla,114750,x6E,,,ACCEPTED,SPECIES,"Palaeopsylla laxidigita Xie Baoqi & Gong Zhengda, 1989",laxidigita,,,,ICZN,,,
,Palaeopsylla,114760,x6E,,,ACCEPTED,SPECIES,"Palaeopsylla longidigita Chen Ningyu, We Shufeng & Li Kueichen, 1979",longidigita,,,,ICZN,,,
,Palaeopsylla,114770,x6E,,,ACCEPTED,SPECIES,"Palaeopsylla medimina Xie Baoqi & Gong Zhengda, 1989",medimina,,,,ICZN,,,
,Palaeopsylla,114780,x6E,,,ACCEPTED,SPECIES,"Palaeopsylla minor (Dale, 1878)",minor,,,,ICZN,,,
,Typhlopsylla,114790,,114780,,SYNONYM,SPECIES,"Typhlopsylla gracillis (Taschenberg, 1880)",gracillis,,,,ICZN,,,
,Palaeopsylla,114800,,114780,,SYNONYM,SUBSPECIES,"Palaeopsylla minor cornubiensis Turk, 1946",minor,cornubiensis,,,ICZN,,,
,Palaeopsylla,114810,x6E,,,ACCEPTED,SPECIES,"Palaeopsylla miranda Smit, 1960",miranda,,,,ICZN,,,
,Palaeopsylla,114820,x6E,,,ACCEPTED,SPECIES,"Palaeopsylla miyama Sakaguti & Jameson, 1959",miyama,,,,ICZN,,,
,Palaeopsylla,114830,x6E,,,ACCEPTED,SPECIES,"Palaeopsylla mogura Sakaguti & Jameson, 1960",mogura,,,,ICZN,,,
,Palaeopsylla,114840,x6E,,,ACCEPTED,SPECIES,"Palaeopsylla nippon Jameson & Kumada, 1953",nippon,,,,ICZN,,,
,Palaeopsylla,114850,x6E,,,ACCEPTED,SPECIES,"Palaeopsylla nushanensis Gong Zhengda & Li Zhaoxiang, 1992",nushanensis,,,,ICZN,,,
,Palaeopsylla,114880,x6E,,,ACCEPTED,SPECIES,"Palaeopsylla obtusa Peus, 1977",obtusa,,,,ICZN,,,
,Palaeopsylla,114860,x6E,,,ACCEPTED,SPECIES,"Palaeopsylla obliqua Peus, 1977",obliqua,,,,ICZN,,,
,Palaeopsylla,114870,,114860,,SYNONYM,SUBSPECIES,"Palaeopsylla obliqua montana (Rostigayev, 1977)",obliqua,montana,,,ICZN,,,
,Palaeopsylla,114900,x6E,,,ACCEPTED,SPECIES,"Palaeopsylla osetica Ioff, 1953",osetica,,,,ICZN,,,
,Palaeopsylla,114890,x6E,,,ACCEPTED,SPECIES,"Palaeopsylla obtuspina Chen Ningyu, Wei Shufeng & Li Kueichen, 1979",obtuspina,,,,ICZN,,,
,Palaeopsylla,114910,x6E,,,ACCEPTED,SPECIES,"Palaeopsylla oxygonia Peus, 1965",oxygonia,,,,ICZN,,,
,Palaeopsylla,114470,x6E,,,ACCEPTED,SPECIES,"Palaeopsylla alpestris Argyropulo, 1946",alpestris,,,,ICZN,,,
,Palaeopsylla,114480,x6E,,,ACCEPTED,SPECIES,"Palaeopsylla anserocepsoides Zhang Jintong, Wu Houyoung & Liu Chiying, 1984",anserocepsoides,,,,ICZN,,,
,Palaeopsylla,114510,x6E,,,ACCEPTED,SPECIES,"Palaeopsylla apsidata Traub & Evans, 1967",apsidata,,,,ICZN,,,
,Palaeopsylla,114550,x6E,,,ACCEPTED,SPECIES,"Palaeopsylla brevifrontata Zhang Jintong, Wu Houyoung & Liu Chi ying, 1984",brevifrontata,,,,ICZN,,,
,Palaeopsylla,114490,x6E,,,ACCEPTED,SPECIES,"Palaeopsylla aporema Smit & Rosicky, 1976",aporema,,,,ICZN,,,
,Palaeopsylla,114500,,114490,,SYNONYM,SPECIES,"Palaeopsylla makaluensis (female) Brelich, 1975",makaluensis (female),,,,ICZN,,,
,Palaeopsylla,114520,x6E,,,ACCEPTED,SPECIES,"Palaeopsylla atlantica Jordan & Rothschild, 1912",atlantica,,,,ICZN,,,
,Palaeopsylla,114540,114520,,,ACCEPTED,INFRASPECIFIC_NAME,"Palaeopsylla atlantica grulichi Beaucournu, 1975",atlantica,grulichi,,,ICZN,,,
,Palaeopsylla,114530,114520,,,ACCEPTED,INFRASPECIFIC_NAME,"Palaeopsylla atlantica atlantica Jordan & Rothschild, 1912",atlantica,atlantica,,,ICZN,,,
,Palaeopsylla,115020,x6E,,,ACCEPTED,SPECIES,"Palaeopsylla soricis (Dale, 1878)",soricis,,,,ICZN,,,
,Palaeopsylla,115040,115020,,,ACCEPTED,INFRASPECIFIC_NAME,"Palaeopsylla soricis rosickyi Smit, 1960",soricis,rosickyi,,,ICZN,,,
,Palaeopsylla,115050,115020,,,ACCEPTED,INFRASPECIFIC_NAME,"Palaeopsylla soricis scobina Smit & Rosicky, 1965",soricis,scobina,,,ICZN,,,
,Palaeopsylla,115060,115020,,,ACCEPTED,INFRASPECIFIC_NAME,"Palaeopsylla soricis starki Wagner, 1930",soricis,starki,,,ICZN,,,
,Palaeopsylla,115030,115020,,,ACCEPTED,INFRASPECIFIC_NAME,"Palaeopsylla soricis soricis (Dale, 1878)",soricis,soricis,,,ICZN,,,
,Palaeopsylla,115070,115020,,,ACCEPTED,INFRASPECIFIC_NAME,"Palaeopsylla soricis vesperis Smit, 1975",soricis,vesperis,,,ICZN,,,
,Palaeopsylla,115010,x6E,,,ACCEPTED,SPECIES,"Palaeopsylla smiti Peus, 1965",smiti,,,,ICZN,,,
,Palaeopsylla,114970,x6E,,,ACCEPTED,SPECIES,"Palaeopsylla similis Dampf, 1910",similis,,,,ICZN,,,
,Palaeopsylla,114990,114970,,,ACCEPTED,INFRASPECIFIC_NAME,"Palaeopsylla similis peusi Smit, 1953",similis,peusi,,,ICZN,,,
,Palaeopsylla,114980,114970,,,ACCEPTED,INFRASPECIFIC_NAME,"Palaeopsylla similis similis Dampf, 1910",similis,similis,,,ICZN,,,
,Palaeopsylla,115000,x6E,,,ACCEPTED,SPECIES,"Palaeopsylla sinica Ioff, 1953",sinica,,,,ICZN,,,
,Palaeopsylla,114960,x6E,,,ACCEPTED,SPECIES,"Palaeopsylla setzeri Traub & Evans, 1967",setzeri,,,,ICZN,,,
,Palaeopsylla,114940,x6E,,,ACCEPTED,SPECIES,"Palaeopsylla remota Jordan, 1929",remota,,,,ICZN,,,
,Palaeopsylla,114950,,114940,,SYNONYM,SUBSPECIES,"Palaeopsylla remota nesicola Traub & Evans, 1967",remota,nesicola,,,ICZN,,,
,Palaeopsylla,114930,x6E,,,ACCEPTED,SPECIES,"Palaeopsylla recava Traub & Evans, 1967",recava,,,,ICZN,,,
,Palaeopsylla,114920,x6E,,,ACCEPTED,SPECIES,"Palaeopsylla polyspina Xie Baoqi & Gong Zhengda, 1989",polyspina,,,,ICZN,,,
,,x5U,x4G,,,ACCEPTED,GENUS,Jordanopsylla,,,,,,,,
,Jordanopsylla,110370,x5U,,,ACCEPTED,SPECIES,"Jordanopsylla allredi Traub & Tipton, 1951",allredi,,,,ICZN,,,
,Jordanopsylla,139000,x5U,,,ACCEPTED,SPECIES,"Jordanopsylla becki Hastriter, 2000",becki,,,,ICZN,,,
,,x5W,x4G,,,ACCEPTED,GENUS,Neopsylla,,,,,,,,
,Neopsylla,117120,x5W,,,ACCEPTED,SPECIES,"Neopsylla sondaica Jordan, 1931",sondaica,,,,ICZN,,,
,Neopsylla,117110,x5W,,,ACCEPTED,SPECIES,"Neopsylla siboi Ye Ruiyu & Yu Xin, 1993",siboi,,,,ICZN,,,
,Neopsylla,117190,x5W,,,ACCEPTED,SPECIES,"Neopsylla stenosinuata Wang Dwenchin, 1974",stenosinuata,,,,ICZN,,,
,Neopsylla,138960,x5W,,,ACCEPTED,SPECIES,"Neopsylla musseri Beaucournu & Burden, 1999",musseri,,,,ICZN,,,
,Neopsylla,138530,x5W,,,ACCEPTED,SPECIES,"Neopsylla marleaneae Lewis, 1971",marleaneae,,,,ICZN,,,
,Neopsylla,138520,x5W,,,ACCEPTED,SPECIES,"Neopsylla bana Beaucournu & Sountsov, 1997",bana,,,,ICZN,,,
,Neopsylla,116720,x5W,,,ACCEPTED,SPECIES,"Neopsylla fimbriata Li Kueichen & Hsieh Paochi, 1980",fimbriata,,,,ICZN,,,
,Neopsylla,116730,x5W,,,ACCEPTED,SPECIES,"Neopsylla galea Ioff, 1946",galea,,,,ICZN,,,
,Neopsylla,116740,x5W,,,ACCEPTED,SPECIES,"Neopsylla heckeli Smit & Rosicky, 1973",heckeli,,,,ICZN,,,
,Neopsylla,116750,x5W,,,ACCEPTED,SPECIES,"Neopsylla hissarica Ioff & Sosnina, 1950",hissarica,,,,ICZN,,,
,Neopsylla,116770,x5W,,,ACCEPTED,SPECIES,"Neopsylla honora Jordan, 1932",honora,,,,ICZN,,,
,Neopsylla,116780,,116770,,SYNONYM,SPECIES,"Neopsylla rhombosa Chen & Wei, 1978",rhombosa,,,,ICZN,,,
,Neopsylla,116760,x5W,,,ACCEPTED,SPECIES,"Neopsylla hongyangensis Li Kueichen, Bai Xueli & Chen Baifang, 1986",hongyangensis,,,,ICZN,,,
,Neopsylla,116790,x5W,,,ACCEPTED,SPECIES,"Neopsylla inopina Rothschild, 1915",inopina,,,,ICZN,,,
,Neopsylla,116800,,116790,,SYNONYM,SPECIES,"Neopsylla texanus Stewart, 1930",texanus,,,,ICZN,,,
,Neopsylla,116810,x5W,,,ACCEPTED,SPECIES,"Neopsylla japonica Kumada, 1958",japonica,,,,ICZN,,,
,Neopsylla,116590,x5W,,,ACCEPTED,SPECIES,"Neopsylla bactriana Ioff, 1953",bactriana,,,,ICZN,,,
,Neopsylla,116600,x5W,,,ACCEPTED,SPECIES,"Neopsylla bidentatiformis (Wagner, 1893)",bidentatiformis,,,,ICZN,,,
,Neopsylla,116610,x5W,,,ACCEPTED,SPECIES,"Neopsylla biseta Li Kueichen & Hsieh Paochi, 1964",biseta,,,,ICZN,,,
,Neopsylla,116640,116610,,,ACCEPTED,INFRASPECIFIC_NAME,"Neopsylla biseta elesina Li Kueichen, 1980",biseta,elesina,,,ICZN,,,
,Neopsylla,116620,116610,,,ACCEPTED,INFRASPECIFIC_NAME,"Neopsylla biseta biseta Li Kueichen & Hsieh Paochi, 1964",biseta,biseta,,,ICZN,,,
,Neopsylla,116630,116610,,,ACCEPTED,INFRASPECIFIC_NAME,"Neopsylla biseta bijiangensis Xie Baoqi, Fang Zhu & Hu Gui, 1991",biseta,bijiangensis,,,ICZN,,,
,Neopsylla,116650,x5W,,,ACCEPTED,SPECIES,"Neopsylla clavelia Li Kueichen & Wei Shufeng, 1977",clavelia,,,,ICZN,,,
,Neopsylla,116660,x5W,,,ACCEPTED,SPECIES,"Neopsylla compar Jordan & Rothschild, 1911",compar,,,,ICZN,,,
,Neopsylla,116670,x5W,,,ACCEPTED,SPECIES,"Neopsylla constricta Jameson & Hsieh, 1971",constricta,,,,ICZN,,,
,Neopsylla,116690,x5W,,,ACCEPTED,SPECIES,"Neopsylla dispar Jordan, 1932",dispar,,,,ICZN,,,
,Neopsylla,116700,116690,,,ACCEPTED,INFRASPECIFIC_NAME,"Neopsylla dispar dispar Jordan, 1932",dispar,dispar,,,ICZN,,,
,Neopsylla,116710,116690,,,ACCEPTED,INFRASPECIFIC_NAME,"Neopsylla dispar fukienensis Chao Hsuifu, 1947",dispar,fukienensis,,,ICZN,,,
,Neopsylla,116680,x5W,,,ACCEPTED,SPECIES,"Neopsylla democratica Wagner, 1926",democratica,,,,ICZN,,,
,Neopsylla,116900,x5W,,,ACCEPTED,SPECIES,"Neopsylla nebula Jameson & Hsieh, 1971",nebula,,,,ICZN,,,
,Neopsylla,116910,x5W,,,ACCEPTED,SPECIES,"Neopsylla pagea Lewis, 1971",pagea,,,,ICZN,,,
,Neopsylla,116930,x5W,,,ACCEPTED,SPECIES,"Neopsylla pleskei Ioff, 1928",pleskei,,,,ICZN,,,
,Neopsylla,116980,116930,,,ACCEPTED,INFRASPECIFIC_NAME,"Neopsylla pleskei orientalis Ioff & Argyropulo, 1934",pleskei,orientalis,,,ICZN,,,
,Neopsylla,116940,116930,,,ACCEPTED,INFRASPECIFIC_NAME,"Neopsylla pleskei pleskei Ioff, 1928",pleskei,pleskei,,,ICZN,,,
,Neopsylla,116990,116930,,,ACCEPTED,INFRASPECIFIC_NAME,"Neopsylla pleskei rossica Ioff & Argyropulo, 1934",pleskei,rossica,,,ICZN,,,
,Neopsylla,116950,116930,,,ACCEPTED,INFRASPECIFIC_NAME,"Neopsylla pleskei ariana Ioff, 1946",pleskei,ariana,,,ICZN,,,
,Neopsylla,116960,116930,,,ACCEPTED,INFRASPECIFIC_NAME,"Neopsylla pleskei armeniaca Ioff & Argyropulo, 1934",pleskei,armeniaca,,,ICZN,,,
,Neopsylla,116970,116930,,,ACCEPTED,INFRASPECIFIC_NAME,"Neopsylla pleskei caucasica Goncharov & Sadekova, 1966",pleskei,caucasica,,,ICZN,,,
,Neopsylla,116920,x5W,,,ACCEPTED,SPECIES,"Neopsylla paranoma Li Kueichen, Wang Dwenching & Wang Hsine, 1966",paranoma,,,,ICZN,,,
,Neopsylla,117010,x5W,,,ACCEPTED,SPECIES,"Neopsylla secura Rothschild, 1915",secura,,,,ICZN,,,
,Neopsylla,117020,117010,,,ACCEPTED,INFRASPECIFIC_NAME,"Neopsylla secura secura Rothschild, 1915",secura,secura,,,ICZN,,,
,Neopsylla,117040,117010,,,ACCEPTED,INFRASPECIFIC_NAME,"Neopsylla secura separata Smit, 1975",secura,separata,,,ICZN,,,
,Neopsylla,117030,117010,,,ACCEPTED,INFRASPECIFIC_NAME,"Neopsylla secura kashmirensis Kulkarni & Bhat, 1972",secura,kashmirensis,,,ICZN,,,
,Neopsylla,117000,x5W,,,ACCEPTED,SPECIES,"Neopsylla sasai Jameson & Kumada, 1953",sasai,,,,ICZN,,,
,Neopsylla,117060,x5W,,,ACCEPTED,SPECIES,"Neopsylla setosa (Wagner, 1898)",setosa,,,,ICZN,,,
,Neopsylla,117070,117060,,,ACCEPTED,INFRASPECIFIC_NAME,"Neopsylla setosa setosa (Wagner, 1898)",setosa,setosa,,,ICZN,,,
,Neopsylla,117080,117060,,,ACCEPTED,INFRASPECIFIC_NAME,"Neopsylla setosa spinea Rothschild, 1915",setosa,spinea,,,ICZN,,,
,Neopsylla,117100,,117080,,SYNONYM,SUBSPECIES,"Neopsylla setosa moravica Rosicky, 1956",setosa,moravica,,,ICZN,,,
,Neopsylla,117090,,117080,,SYNONYM,SUBSPECIES,"Neopsylla setosa hajastanica Ioff & Argyropulo, 1934",setosa,hajastanica,,,ICZN,,,
,Neopsylla,117050,x5W,,,ACCEPTED,SPECIES,"Neopsylla sellaris Wei Shufeng & Chen Ningyu, 1974",sellaris,,,,ICZN,,,
,Neopsylla,116840,x5W,,,ACCEPTED,SPECIES,"Neopsylla luma Traub, 1954",luma,,,,ICZN,,,
,Neopsylla,116820,x5W,,,ACCEPTED,SPECIES,"Neopsylla kweichowensis Liao Tzushou, 1974",kweichowensis,,,,ICZN,,,
,Neopsylla,116850,x5W,,,ACCEPTED,SPECIES,"Neopsylla mana Wagner, 1927",mana,,,,ICZN,,,
,Neopsylla,116830,x5W,,,ACCEPTED,SPECIES,"Neopsylla longisetosa Li Kueichen & Hsieh Paochi, 1977",longisetosa,,,,ICZN,,,
,Neopsylla,116870,x5W,,,ACCEPTED,SPECIES,"Neopsylla megaloba Li Kueichen, 1980",megaloba,,,,ICZN,,,
,Neopsylla,116860,x5W,,,ACCEPTED,SPECIES,"Neopsylla mantissa Lewis, 1971",mantissa,,,,ICZN,,,
,Neopsylla,116890,x5W,,,ACCEPTED,SPECIES,"Neopsylla mustelae Jameson & Hsieh, 1971",mustelae,,,,ICZN,,,
,Neopsylla,116880,x5W,,,ACCEPTED,SPECIES,"Neopsylla meridiana Tiflov & Kolpakova, 1937",meridiana,,,,ICZN,,,
,Neopsylla,116520,x5W,,,ACCEPTED,SPECIES,"Neopsylla affinis Li Kueichen & Hsieh Paochi, 1964",affinis,,,,ICZN,,,
,Neopsylla,116540,116520,,,ACCEPTED,INFRASPECIFIC_NAME,"Neopsylla affinis deqinensis Xie Baoqi & Li Kueichen, 1986",affinis,deqinensis,,,ICZN,,,
,Neopsylla,116530,116520,,,ACCEPTED,INFRASPECIFIC_NAME,"Neopsylla affinis affinis Li Kueichen & Hsieh Paochi, 1964",affinis,affinis,,,ICZN,,,
,Neopsylla,116500,x5W,,,ACCEPTED,SPECIES,"Neopsylla acanthina Jordan & Rothschild, 1923",acanthina,,,,ICZN,,,
,Neopsylla,116510,,116500,,SYNONYM,SPECIES,"Neopsylla uniseriata Wagner, 1927",uniseriata,,,,ICZN,,,
,Neopsylla,116480,x5W,,,ACCEPTED,SPECIES,"Neopsylla abagaitui Ioff, 1946",abagaitui,,,,ICZN,,,
,Neopsylla,116490,,116480,,SYNONYM,SPECIES,"Neopsylla convexa Li, Wang & Wang, 1966",convexa,,,,ICZN,,,
,Neopsylla,116570,x5W,,,ACCEPTED,SPECIES,"Neopsylla anoma Rothschild, 1912",anoma,,,,ICZN,,,
,Neopsylla,116580,x5W,,,ACCEPTED,SPECIES,"Neopsylla avida Jordan, 1931",avida,,,,ICZN,,,
,Neopsylla,116560,x5W,,,ACCEPTED,SPECIES,"Neopsylla angustimanubra Wu Houyoung, Wu Fulin & Liu Chiying, 1966",angustimanubra,,,,ICZN,,,
,Neopsylla,116550,x5W,,,ACCEPTED,SPECIES,"Neopsylla aliena Jordan & Rothschild, 1911",aliena,,,,ICZN,,,
,Neopsylla,117280,x5W,,,ACCEPTED,SPECIES,"Neopsylla tricata Jordan, 1931",tricata,,,,ICZN,,,
,Neopsylla,117290,x5W,,,ACCEPTED,SPECIES,"Neopsylla villa Wang Zine, Wu Houyoung & Liu Quan, 1982",villa,,,,ICZN,,,
,Neopsylla,117200,x5W,,,ACCEPTED,SPECIES,"Neopsylla stevensi Rothschild, 1915",stevensi,,,,ICZN,,,
,Neopsylla,117230,117200,,,ACCEPTED,INFRASPECIFIC_NAME,"Neopsylla stevensi sichuanyunnana Wu Houyoung & Wang Dunqing, 1982",stevensi,sichuanyunnana,,,ICZN,,,
,Neopsylla,117210,117200,,,ACCEPTED,INFRASPECIFIC_NAME,"Neopsylla stevensi stevensi Rothschild, 1915",stevensi,stevensi,,,ICZN,,,
,Neopsylla,117220,,117200,,AMBIGUOUS_SYNONYM,SPECIES,"Neopsylla marleaneae Lewis, 1971",marleaneae,,,,ICZN,,,
,Neopsylla,117240,x5W,,,ACCEPTED,SPECIES,"Neopsylla teratura Rothschild, 1913",teratura,,,,ICZN,,,
,Neopsylla,117260,117240,,,ACCEPTED,INFRASPECIFIC_NAME,"Neopsylla teratura montana Goncharov, 1966",teratura,montana,,,ICZN,,,
,Neopsylla,117270,117240,,,ACCEPTED,INFRASPECIFIC_NAME,"Neopsylla teratura rhagesa Klein, 1963",teratura,rhagesa,,,ICZN,,,
,Neopsylla,117250,117240,,,ACCEPTED,INFRASPECIFIC_NAME,"Neopsylla teratura teratura Rothschild, 1913",teratura,teratura,,,ICZN,,,
,Neopsylla,117130,x5W,,,ACCEPTED,SPECIES,"Neopsylla specialis Jordan, 1932",specialis,,,,ICZN,,,
,Neopsylla,117160,117130,,,ACCEPTED,INFRASPECIFIC_NAME,"Neopsylla specialis minpiensis Li Kueichen & Wang Dwenching, 1964",specialis,minpiensis,,,ICZN,,,
,Neopsylla,117170,117130,,,ACCEPTED,INFRASPECIFIC_NAME,"Neopsylla specialis schismatosa Li Kueichen, 1980",specialis,schismatosa,,,ICZN,,,
,Neopsylla,117180,117130,,,ACCEPTED,INFRASPECIFIC_NAME,"Neopsylla specialis sichuanxizangensis Wu Houyoung & Chen Ningyu, 1982",specialis,sichuanxizangensis,,,ICZN,,,
,Neopsylla,117140,117130,,,ACCEPTED,INFRASPECIFIC_NAME,"Neopsylla specialis specialis Jordan, 1932",specialis,specialis,,,ICZN,,,
,Neopsylla,117150,117130,,,ACCEPTED,INFRASPECIFIC_NAME,"Neopsylla specialis dechingensis Hsieh Baochi & Yang Shiaotung, 1974",specialis,dechingensis,,,ICZN,,,
,,x62,x4G,,,ACCEPTED,GENUS,Stenischia,,,,,,,,
,Stenischia,119820,x62,,,ACCEPTED,SPECIES,"Stenischia rhadinopsylloides Smit, 1975",rhadinopsylloides,,,,ICZN,,,
,Stenischia,119840,x62,,,ACCEPTED,SPECIES,"Stenischia wui Xie Baoqi & Lia Jiabing, 1989",wui,,,,ICZN,,,
,Stenischia,119850,x62,,,ACCEPTED,SPECIES,"Stenischia xiei Lia Kueichen, 1987",xiei,,,,ICZN,,,
,Stenischia,119790,x62,,,ACCEPTED,SPECIES,"Stenischia mirabilis Jordan, 1932",mirabilis,,,,ICZN,,,
,Stenischia,119800,x62,,,ACCEPTED,SPECIES,"Stenischia montanis Xie Baoqi & Gong Zhengda, 1983",montanis,,,,ICZN,,,
,Stenischia,119810,x62,,,ACCEPTED,SPECIES,"Stenischia pagiana Lewis, 1969",pagiana,,,,ICZN,,,
,Stenischia,119830,x62,,,ACCEPTED,SPECIES,"Stenischia rupestris Xie Baoqi & Gong Zhengda, 1983",rupestris,,,,ICZN,,,
,Stenischia,119750,x62,,,ACCEPTED,SPECIES,"Stenischia humilis Xie Baoqi & Gong Zhengda, 1983",humilis,,,,ICZN,,,
,Stenischia,119760,x62,,,ACCEPTED,SPECIES,"Stenischia lewisi Smit, 1975",lewisi,,,,ICZN,,,
,Stenischia,119770,x62,,,ACCEPTED,SPECIES,"Stenischia liae Xie Baoqi & Lia Jiabing, 1989",liae,,,,ICZN,,,
,Stenischia,119780,x62,,,ACCEPTED,SPECIES,"Stenischia liui Xie Baoqi & Lia Jiabing, 1989",liui,,,,ICZN,,,
,Stenischia,119710,x62,,,ACCEPTED,SPECIES,"Stenischia angustifrontalis Xie Baoqi & Gong Zhengda, 1983",angustifrontalis,,,,ICZN,,,
,Stenischia,119720,x62,,,ACCEPTED,SPECIES,"Stenischia chini Xie Baoqi & Lia Jiabing, 1989",chini,,,,ICZN,,,
,Stenischia,119730,x62,,,ACCEPTED,SPECIES,"Stenischia fujisania Sakaguti & Jameson, 1956",fujisania,,,,ICZN,,,
,Stenischia,119740,,119730,,SYNONYM,SPECIES,"Stenischia asanumai Nakagawa, 1956",asanumai,,,,ICZN,,,
,Stenischia,138900,x62,,,ACCEPTED,SPECIES,"Stenischia brevis Gong, 1998",brevis,,,,ICZN,,,
,,x6C,x4G,,,ACCEPTED,GENUS,Dinopsyllus,,,,,,,,
,Dinopsyllus,115350,x6C,,,ACCEPTED,SPECIES,"Dinopsyllus ellobius (Rothschild, 1905)",ellobius,,,,ICZN,,,
,Dinopsyllus,115340,x6C,,,ACCEPTED,SPECIES,"Dinopsyllus echinus Jordan & Rothschild, 1913",echinus,,,,ICZN,,,
,Dinopsyllus,115370,x6C,,,ACCEPTED,SPECIES,"Dinopsyllus foedus Smit, 1968",foedus,,,,ICZN,,,
,Dinopsyllus,115360,x6C,,,ACCEPTED,SPECIES,"Dinopsyllus flacourti Klein, 1966",flacourti,,,,ICZN,,,
,Dinopsyllus,115390,x6C,,,ACCEPTED,SPECIES,"Dinopsyllus hanneyi Smit, 1964",hanneyi,,,,ICZN,,,
,Dinopsyllus,115380,x6C,,,ACCEPTED,SPECIES,"Dinopsyllus grypurus Jordan & Rothschild, 1913",grypurus,,,,ICZN,,,
,Dinopsyllus,115410,x6C,,,ACCEPTED,SPECIES,"Dinopsyllus horridus Jordan & Rothschild, 1913",horridus,,,,ICZN,,,
,Dinopsyllus,115400,x6C,,,ACCEPTED,SPECIES,"Dinopsyllus hirsutus (Rothschild, 1908)",hirsutus,,,,ICZN,,,
,Dinopsyllus,115300,x6C,,,ACCEPTED,SPECIES,"Dinopsyllus apistus Jordan & Rothschild, 1913",apistus,,,,ICZN,,,
